alias,timestamp,ip,clicks,title,url
agent0rwandahealth,2026-06-19 17:15:25,20.163.103.30,63,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all"
v4mq7,2026-06-19 17:15:30,20.165.233.2,1,https://api.dataafrica.io/api/join/?x,https://api.dataafrica.io/api/join/?x
agentrw,2026-06-19 17:15:33,20.169.10.132,1,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all"
7sb4f,2026-06-19 17:15:36,20.9.53.106,0,404 Not Found,https://api.dataafrica.io/
8tl92,2026-06-19 17:15:37,20.59.109.67,1,404 Not Found,https://api.dataafrica.io/
ag0rw1a176,2026-06-19 17:15:39,52.162.180.122,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year
agent0rwandamod,2026-06-19 17:15:41,20.165.221.10,1,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all&condition=underweight&severity=moderate","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all&condition=underweight&severity=moderate"
agent0rwandres,2026-06-19 17:15:42,20.65.36.214,1,DataAfrica Rwanda residence API,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
agent0rwandabad,2026-06-19 17:15:42,135.232.185.99,0,DataAfrica Rwanda residence API,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year%2Ccondition%2Cresidence%26required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children%26sumlevel=all%2Call%2Call
j4x06,2026-06-19 17:15:45,20.98.73.72,0,Example Domain,https://example.org/test12345uniq
ag0rw2a176,2026-06-19 17:15:45,20.237.139.132,0,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence"
wa1pn,2026-06-19 17:15:46,52.159.82.18,0,Example Domain,https://example.org/test12345uniq
ag0rw3a176,2026-06-19 17:15:46,20.114.150.154,0,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=proportion_of_children","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=proportion_of_children"
ag0rw4a176,2026-06-19 17:15:50,104.45.218.187,0,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,proportion_of_children","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,proportion_of_children"
ag0rw5a176,2026-06-19 17:15:52,20.96.19.60,0,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children"
ag0rw6a176,2026-06-19 17:15:55,4.255.252.73,0,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=proportion_of_children&sumlevel=all,all,all","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=proportion_of_children&sumlevel=all,all,all"
2ahit,2026-06-19 17:15:57,20.245.201.242,0,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year
ag0rw7a176,2026-06-19 17:15:57,20.171.116.7,1,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all"
rwatest489,2026-06-19 17:15:58,52.176.38.139,0,404 Not Found,https://api.dataafrica.io
vq8jm,2026-06-19 17:16:05,52.190.180.135,0,https://api.dataafrica.io/api/join/?condition=underweight%26geo=040AF00205,https://api.dataafrica.io/api/join/?condition=underweight%26geo=040AF00205
ym68-,2026-06-19 17:16:15,20.168.44.214,0,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=test,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=test
8sbum,2026-06-19 17:16:18,20.80.22.25,0,https://example.com,https://example.com
rwahealthres489,2026-06-19 17:16:18,20.69.55.20,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
rwahealthcsv489,2026-06-19 17:16:20,20.45.46.47,0,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
h7ol3,2026-06-19 17:16:28,130.131.66.174,0,https://api.dataafrica.io/api/health/?show=adm0,https://api.dataafrica.io/api/health/?show=adm0
agent0rwhealth,2026-06-19 17:16:28,52.173.110.64,40,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cproportion_of_children&sumlevel=all%2Call%2Call&severity=moderate&condition=underweight,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cproportion_of_children&sumlevel=all%2Call%2Call&severity=moderate&condition=underweight
agent0citations,2026-06-19 17:16:30,52.177.217.27,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cproportion_of_children&sumlevel=all%2Call%2Call&severity=moderate&condition=underweight,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cproportion_of_children&sumlevel=all%2Call%2Call&severity=moderate&condition=underweight
rwch535219,2026-06-19 17:16:32,52.237.164.137,8,RwandaData,https://example.com
r2-hs,2026-06-19 17:16:35,52.162.235.138,0,https://api.dataafrica.io/api/join/?geo=x,https://api.dataafrica.io/api/join/?geo=x
rwandaagentx490187,2026-06-19 17:16:36,40.70.185.184,1,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all"
newtestagent,2026-06-19 17:16:42,135.232.209.209,1,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call
agentrw000,2026-06-19 17:16:44,20.115.166.137,1,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all"
q6lga,2026-06-19 17:16:45,52.159.232.127,0,Google,https://google.com
rwandaunder,2026-06-19 17:16:46,20.112.125.52,1,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all"
zwvsy,2026-06-19 17:16:47,20.165.194.136,0,https://api.dataafrica.io/api/join/?condition=underweight%26geo=040AF00205%26required=proportion_of_children%26severity=moderate%26show=year%252Ccondition%252Cresidence%26sumlevel=all%252Call%252Call%26year=2010,https://api.dataafrica.io/api/join/?condition=underweight%26geo=040AF00205%26required=proportion_of_children%26severity=moderate%26show=year%252Ccondition%252Cresidence%26sumlevel=all%252Call%252Call%26year=2010
rwatest87593,2026-06-19 17:16:47,20.172.2.219,0,https://api.dataafrica.io/api/join/?geo=TESTabc,https://api.dataafrica.io/api/join/?geo=TESTabc
agent0rwanda888,2026-06-19 17:16:47,20.245.87.139,0,Dataafrica Rwanda API,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
agent0testx1,2026-06-19 17:16:51,20.122.197.220,1,x,https://api.dataafrica.io/api/join/?geo=040AF00205&show=residence&required=proportion_of_children&year=1992&condition=underweight&severity=moderate
dt-h9,2026-06-19 17:16:52,4.227.85.197,0,Example Domain,https://example.org/testabc
agent0rw1992,2026-06-19 17:16:58,130.131.124.191,1,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children,dhs_geo_name&sumlevel=all,all,all&condition=underweight&severity=moderate&year=1992","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children,dhs_geo_name&sumlevel=all,all,all&condition=underweight&severity=moderate&year=1992"
agent0rw2000,2026-06-19 17:16:59,20.168.78.99,0,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children,dhs_geo_name&sumlevel=all,all,all&condition=underweight&severity=moderate&year=2000","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children,dhs_geo_name&sumlevel=all,all,all&condition=underweight&severity=moderate&year=2000"
mementorw12345,2026-06-19 17:16:59,20.94.90.111,1,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year%2Ccondition%2Cresidence%26required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children%26sumlevel%3Dall%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year%2Ccondition%2Cresidence%26required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children%26sumlevel%3Dall%2Call%2Call
agent0rwxyz789,2026-06-19 17:17:00,52.225.86.241,1,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year%2Ccondition%2Cresidence%26required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children%26sumlevel%3Dall%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year%2Ccondition%2Cresidence%26required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children%26sumlevel%3Dall%2Call%2Call
ruejw,2026-06-19 17:17:01,20.246.119.30,0,Example Domain,https://example.net
rwhealth23728,2026-06-19 17:17:02,20.59.111.44,0,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year%2Ccondition%2Cresidence%26required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children%26sumlevel%3Dall%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205%26show=year%2Ccondition%2Cresidence%26required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children%26sumlevel%3Dall%2Call%2Call
agentrwmodcsv,2026-06-19 17:17:05,20.245.198.27,1,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate
agentrw1992,2026-06-19 17:17:06,20.171.152.212,0,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=1992,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=1992
xgip5,2026-06-19 17:17:07,57.154.43.188,0,"https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=condition,residence&sumlevel=all,all&year=1992","https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=condition,residence&sumlevel=all,all&year=1992"
agentrw2000,2026-06-19 17:17:07,64.236.152.79,0,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2000,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2000
rwauw1992x1537,2026-06-19 17:17:07,172.212.178.55,0,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=1992,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=1992
agentrw2005,2026-06-19 17:17:08,20.225.154.176,0,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2005,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2005
rwauw2000x1527,2026-06-19 17:17:09,20.114.76.30,0,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2000,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2000
agentrw2010,2026-06-19 17:17:10,57.154.38.12,0,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2010,https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2010
rwauw2005x2435,2026-06-19 17:17:11,20.12.218.47,0,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2005,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2005
wg44s,2026-06-19 17:17:12,4.255.228.49,0,"https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=condition,residence&sumlevel=all,all&year=1992","https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=condition,residence&sumlevel=all,all&year=1992"
rwauw2010x6688,2026-06-19 17:17:12,20.245.224.186,0,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2010,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children%2Cdhs_geo_name&severity=moderate&show=year%2Ccondition%2Cresidence&sumlevel=all%2Call%2Call&year=2010
helloagent987,2026-06-19 17:17:15,20.171.67.119,0,https://api.dataafrica.io/api/join/?geo=abcXYZ,https://api.dataafrica.io/api/join/?geo=abcXYZ
09llg,2026-06-19 17:17:17,20.45.43.152,1,"https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children,dhs_geo_name&severity=moderate&show=year,condition,residence&sumlevel=all,all,all&year=2010","https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children,dhs_geo_name&severity=moderate&show=year,condition,residence&sumlevel=all,all,all&year=2010"
testagentunique123,2026-06-19 17:17:18,4.151.166.26,1,"https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=year,condition,residence&sumlevel=all,all,all&year=1992","https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=year,condition,residence&sumlevel=all,all,all&year=1992"
agent0rwandajson,2026-06-19 17:17:22,20.45.57.117,1,Rwanda Data Africa health residence,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
rwandahealthdata992,2026-06-19 17:17:23,20.230.141.71,0,Rwanda Data Africa health residence,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
rwandachildresidence,2026-06-19 17:17:24,57.154.25.213,0,Rwanda Data Africa health residence,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
rwanda1992moduw,2026-06-19 17:17:26,172.173.111.225,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children%2Cdhs_geo_name&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=1992,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children%2Cdhs_geo_name&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=1992
e4rb7,2026-06-19 17:17:31,64.236.160.5,0,https://api.dataafrica.io/api/join/?test,https://api.dataafrica.io/api/join/?test
qfvjy,2026-06-19 17:17:34,20.171.66.208,0,"https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=condition,residence&sumlevel=all,all&year=1992","https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=condition,residence&sumlevel=all,all&year=1992"
rwanda2000moduw,2026-06-19 17:17:35,20.230.226.152,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children%2Cdhs_geo_name&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2000,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children%2Cdhs_geo_name&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2000
rwreal45124,2026-06-19 17:17:41,4.255.161.115,1,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
rwanda2005moduw,2026-06-19 17:17:43,20.114.130.166,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children%2Cdhs_geo_name&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2005,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children%2Cdhs_geo_name&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2005
ppry6,2026-06-19 17:17:46,20.165.227.244,0,404 Not Found,https://api.dataafrica.io/
rwanda2010moduw,2026-06-19 17:17:48,172.202.45.173,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children%2Cdhs_geo_name&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2010,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children%2Cdhs_geo_name&sumlevel=all%2Call%2Call&condition=underweight&severity=moderate&year=2010
itfnv,2026-06-19 17:17:53,20.112.0.204,0,"https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=year,condition,residence&sumlevel=all,all,all&year=1992","https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&required=proportion_of_children&severity=moderate&show=year,condition,residence&sumlevel=all,all,all&year=1992"
ubl-7,2026-06-19 17:17:54,20.163.97.135,43,"https://api.dataafrica.io/api/join/?geo=040AF00205&required=proportion_of_children,dhs_geo_name&show=year,condition,residence&sumlevel=all,all,all&condition=underweight&severity=moderate&year=2010","https://api.dataafrica.io/api/join/?geo=040AF00205&required=proportion_of_children,dhs_geo_name&show=year,condition,residence&sumlevel=all,all,all&condition=underweight&severity=moderate&year=2010"
datarwandares000,2026-06-19 17:18:07,20.242.96.25,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
agent0rw2005,2026-06-19 17:18:35,128.203.185.4,0,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children,dhs_geo_name&sumlevel=all,all,all&condition=underweight&severity=moderate&year=2005","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children,dhs_geo_name&sumlevel=all,all,all&condition=underweight&severity=moderate&year=2005"
agent0rw2010,2026-06-19 17:18:37,20.97.120.218,0,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children,dhs_geo_name&sumlevel=all,all,all&condition=underweight&severity=moderate&year=2010","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=proportion_of_children,dhs_geo_name&sumlevel=all,all,all&condition=underweight&severity=moderate&year=2010"
2-u0m,2026-06-19 17:18:39,40.116.104.64,0,https://example.com,https://example.com
testagentx,2026-06-19 17:18:39,20.114.187.52,0,https://api.dataafrica.io/api/join/?x=x,https://api.dataafrica.io/api/join/?x=x
agent0testurban2010,2026-06-19 17:18:48,135.119.45.180,0,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&residence=urban&show=year%2Ccondition%2Cresidence&required=proportion_of_children&severity=moderate&sumlevel=all%2Call%2Call&year=2010,https://api.dataafrica.io/api/join/?condition=underweight&geo=040AF00205&residence=urban&show=year%2Ccondition%2Cresidence&required=proportion_of_children&severity=moderate&sumlevel=all%2Call%2Call&year=2010
mscev,2026-06-19 17:18:49,52.234.0.202,0,https://api.dataafrica.io/api/join/csv/?condition=underweight%26geo=040AF00205,https://api.dataafrica.io/api/join/csv/?condition=underweight%26geo=040AF00205
agent0rwandarwmodcsvhzow,2026-06-19 17:18:51,20.168.181.40,1,"https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all&condition=underweight&severity=moderate","https://api.dataafrica.io/api/join/csv/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all&condition=underweight&severity=moderate"
agent0rwandarwmodjsonqnlx,2026-06-19 17:18:53,135.119.58.211,1,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all&condition=underweight&severity=moderate","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all&condition=underweight&severity=moderate"
agent0rwandarw1992htiu,2026-06-19 17:18:54,20.9.59.60,1,"https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all&condition=underweight&severity=moderate&year=1992","https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,condition,residence&required=dhs_geo_name,dhs_geo_parent_name,proportion_of_children&sumlevel=all,all,all&condition=underweight&severity=moderate&year=1992"
rwandaagentmoderatevalues2026abc,2026-06-19 17:19:12,172.173.105.59,1,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
w1ujo,2026-06-19 17:19:17,20.66.86.65,0,https://example.com/testXYZ,https://example.com/testXYZ
rwandamodcsvx,2026-06-19 17:19:23,20.94.56.42,0,"https://api.dataafrica.io/api/join/csv/?condition=underweight&geo=040AF00205&required=proportion_of_children,dhs_geo_name&severity=moderate&show=year,condition,residence&sumlevel=all,all,all","https://api.dataafrica.io/api/join/csv/?condition=underweight&geo=040AF00205&required=proportion_of_children,dhs_geo_name&severity=moderate&show=year,condition,residence&sumlevel=all,all,all"
agentrwahealth,2026-06-19 17:19:23,20.80.11.81,29,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year%2Ccondition%2Cresidence&required=dhs_geo_name%2Cdhs_geo_parent_name%2Cproportion_of_children&sumlevel=all%2Call%2Call
ygbw6,2026-06-19 17:19:26,4.255.212.175,0,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year,https://api.dataafrica.io/api/join/?geo=040AF00205&show=year
