alias,timestamp,ip,clicks,title,url,shorturl
lb137984,2026-06-17 14:25:36,104.43.129.7,24,LB13,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&LGA=Brisbane%20(Qld),http://rmn.re/lb137984
lb89624,2026-06-17 14:25:36,20.225.138.215,26,LB8,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&LGA=31000,http://rmn.re/lb89624
lb102581,2026-06-17 14:25:36,20.228.81.64,32,LB10,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&LGA=31000%20Brisbane,http://rmn.re/lb102581
lb47775,2026-06-17 14:25:36,20.228.89.165,30,LB4,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&LGA=Brisbane%20City,http://rmn.re/lb47775
lb69759,2026-06-17 14:25:36,20.3.103.13,26,LB6,"https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&LGA=Brisbane,%20Qld",http://rmn.re/lb69759
lb147453,2026-06-17 14:25:37,52.165.193.31,25,LB14,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&LGA=BRISBANE,http://rmn.re/lb147453
lb78689,2026-06-17 14:25:37,4.255.222.87,22,LB7,"https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&LGA=Brisbane,%20Queensland",http://rmn.re/lb78689
lb17712,2026-06-17 14:25:37,20.230.245.65,27,LB1,"https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&LGA=Brisbane%20(C),%20Qld",http://rmn.re/lb17712
lb124971,2026-06-17 14:25:37,4.154.130.85,30,LB12,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&LGA=Brisbane%20(31000),http://rmn.re/lb124971
lb58982,2026-06-17 14:25:38,20.9.6.110,21,LB5,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&LGA=Brisbane%20City%20(C),http://rmn.re/lb58982
lb96898,2026-06-17 14:25:38,20.88.52.174,22,LB9,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&LGA=LGA31000,http://rmn.re/lb96898
fb13271,2026-06-17 14:26:25,172.212.190.73,21,FB1,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA%20name=Brisbane,http://rmn.re/fb13271
fb99910,2026-06-17 14:26:27,135.232.194.177,22,FB9,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA_NAME_2023=Brisbane,http://rmn.re/fb99910
fb79543,2026-06-17 14:26:27,20.171.61.173,28,FB7,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&Local%20government%20area=Brisbane,http://rmn.re/fb79543
fb36672,2026-06-17 14:26:27,172.185.94.85,21,FB3,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA_NAME21=Brisbane,http://rmn.re/fb36672
fb44628,2026-06-17 14:26:28,20.171.64.1,29,FB4,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA_NAME_2021=Brisbane,http://rmn.re/fb44628
fb22161,2026-06-17 14:26:28,20.165.165.66,25,FB2,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA_NAME=Brisbane,http://rmn.re/fb22161
fb56601,2026-06-17 14:26:28,52.173.110.61,21,FB5,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA%202021=Brisbane,http://rmn.re/fb56601
fb04719,2026-06-17 14:26:28,52.159.117.164,18,FB0,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA%20Name=Brisbane,http://rmn.re/fb04719
fb104784,2026-06-17 14:26:28,20.88.56.105,28,FB10,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA%20Name%202021=Brisbane,http://rmn.re/fb104784
fb87109,2026-06-17 14:26:28,135.232.176.220,26,FB8,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA_Name=Brisbane,http://rmn.re/fb87109
fb124169,2026-06-17 14:26:29,104.42.50.95,27,FB12,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA%20Selection=Brisbane,http://rmn.re/fb124169
fb138005,2026-06-17 14:26:29,172.171.104.96,24,FB13,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA%20selected=Brisbane,http://rmn.re/fb138005
fb118587,2026-06-17 14:26:29,20.69.55.10,30,FB11,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&LGA%20label=Brisbane,http://rmn.re/fb118587
fb149781,2026-06-17 14:26:30,52.242.199.89,30,FB14,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&Selected%20LGA=Brisbane,http://rmn.re/fb149781
fb68238,2026-06-17 14:26:32,20.29.92.12,26,FB6,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:showTabs=false&Local%20Government%20Area=Brisbane,http://rmn.re/fb68238
sb14689,2026-06-17 14:34:11,40.116.105.16,30,SB1,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State/Territory=Qld,http://rmn.re/sb14689
sb133092,2026-06-17 14:34:14,132.196.70.200,32,SB13,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Jurisdiction=Qld,http://rmn.re/sb133092
sb73486,2026-06-17 14:34:14,172.202.45.212,25,SB7,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20Territory=4,http://rmn.re/sb73486
sb32788,2026-06-17 14:34:14,20.69.56.78,24,SB3,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State/Territory=4,http://rmn.re/sb32788
sb06791,2026-06-17 14:34:14,20.114.155.44,26,SB0,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State/Territory=Queensland,http://rmn.re/sb06791
sb99107,2026-06-17 14:34:14,20.114.69.53,24,SB9,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State=Qld,http://rmn.re/sb99107
sb124550,2026-06-17 14:34:14,20.9.93.103,29,SB12,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Jurisdiction=Queensland,http://rmn.re/sb124550
sb147739,2026-06-17 14:34:14,52.247.2.137,32,SB14,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Jurisdiction=QLD,http://rmn.re/sb147739
sb104006,2026-06-17 14:34:15,20.69.255.219,26,SB10,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State=QLD,http://rmn.re/sb104006
sb192544,2026-06-17 14:34:15,20.225.168.47,33,SB19,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20or%20Territory=4,http://rmn.re/sb192544
sb42703,2026-06-17 14:34:15,20.29.81.237,32,SB4,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20Territory=Queensland,http://rmn.re/sb42703
sb69553,2026-06-17 14:34:15,20.168.62.99,25,SB6,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20Territory=QLD,http://rmn.re/sb69553
sb55635,2026-06-17 14:34:15,20.29.113.228,23,SB5,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20Territory=Qld,http://rmn.re/sb55635
sb173001,2026-06-17 14:34:15,20.94.204.248,25,SB17,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20or%20Territory=Qld,http://rmn.re/sb173001
sb83536,2026-06-17 14:34:15,20.12.189.23,32,SB8,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State=Queensland,http://rmn.re/sb83536
sb158007,2026-06-17 14:34:15,20.165.143.73,26,SB15,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Jurisdiction=4,http://rmn.re/sb158007
sb218855,2026-06-17 14:34:16,52.247.27.153,23,SB21,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20/%20Territory=Qld,http://rmn.re/sb218855
sb238697,2026-06-17 14:34:16,135.119.45.97,23,SB23,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20/%20Territory=4,http://rmn.re/sb238697
sb221605,2026-06-17 14:34:16,20.165.181.112,24,SB22,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20/%20Territory=QLD,http://rmn.re/sb221605
sb349866,2026-06-17 14:34:17,135.234.24.250,32,SB34,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&StateName=QLD,http://rmn.re/sb349866
sb296521,2026-06-17 14:34:17,20.62.113.58,26,SB29,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&STATE=Qld,http://rmn.re/sb296521
sb273708,2026-06-17 14:34:17,20.83.252.56,35,SB27,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State_Territory=4,http://rmn.re/sb273708
sb282331,2026-06-17 14:34:18,20.57.45.77,26,SB28,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&STATE=Queensland,http://rmn.re/sb282331
sb22394,2026-06-17 14:34:18,52.162.215.110,34,SB2,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State/Territory=QLD,http://rmn.re/sb22394
sb163551,2026-06-17 14:34:18,20.172.3.211,34,SB16,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20or%20Territory=Queensland,http://rmn.re/sb163551
sb311628,2026-06-17 14:34:18,20.94.209.100,29,SB31,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&STATE=4,http://rmn.re/sb311628
sb185769,2026-06-17 14:34:18,168.62.194.152,27,SB18,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20or%20Territory=QLD,http://rmn.re/sb185769
sb209297,2026-06-17 14:34:18,20.114.138.100,31,SB20,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20/%20Territory=Queensland,http://rmn.re/sb209297
sb395252,2026-06-17 14:34:19,20.225.42.144,32,SB39,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20Name=4,http://rmn.re/sb395252
sb329358,2026-06-17 14:34:19,172.173.109.98,23,SB32,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&StateName=Queensland,http://rmn.re/sb329358
sb333153,2026-06-17 14:34:19,40.65.63.27,33,SB33,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&StateName=Qld,http://rmn.re/sb333153
sb371806,2026-06-17 14:34:19,20.69.52.252,36,SB37,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20Name=Qld,http://rmn.re/sb371806
sb111501,2026-06-17 14:34:19,20.172.5.217,27,SB11,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State=4,http://rmn.re/sb111501
sb383118,2026-06-17 14:34:19,20.12.176.199,26,SB38,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20Name=QLD,http://rmn.re/sb383118
sb368910,2026-06-17 14:34:20,20.110.138.135,30,SB36,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State%20Name=Queensland,http://rmn.re/sb368910
sb253394,2026-06-17 14:34:20,20.69.126.116,35,SB25,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State_Territory=Qld,http://rmn.re/sb253394
sb267349,2026-06-17 14:34:20,20.225.161.88,32,SB26,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State_Territory=QLD,http://rmn.re/sb267349
sb242078,2026-06-17 14:34:21,20.230.213.4,31,SB24,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&State_Territory=Queensland,http://rmn.re/sb242078
sb307230,2026-06-17 14:34:21,20.171.61.131,26,SB30,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&STATE=QLD,http://rmn.re/sb307230
sb356028,2026-06-17 14:34:21,104.210.218.188,24,SB35,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&StateName=4,http://rmn.re/sb356028
hv12037,2026-06-17 14:37:50,20.228.75.254,32,HV1,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard?:embed=y&:showVizHome=no,http://rmn.re/hv12037
hv26729,2026-06-17 14:37:53,20.98.64.22,34,HV2,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard?:showVizHome=n&:apiID=host0,http://rmn.re/hv26729
hv36013,2026-06-17 14:37:56,52.173.14.132,34,HV3,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard?:showVizHome=no&:loadOrderID=0,http://rmn.re/hv36013
hv46432,2026-06-17 14:37:58,20.110.151.72,30,HV4,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard?:showVizHome=no&:showTabs=true,http://rmn.re/hv46432
hv58138,2026-06-17 14:38:02,23.102.100.69,29,HV5,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard?:showVizHome=yes,http://rmn.re/hv58138
hv64521,2026-06-17 14:38:05,20.169.9.233,34,HV6,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.bootstrapSession/sessions/,http://rmn.re/hv64521
hv88564,2026-06-17 14:38:13,65.52.6.100,33,HV8,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard?:format=png,http://rmn.re/hv88564
hv94213,2026-06-17 14:38:16,52.247.28.29,37,HV9,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard?:showVizHome=no&:render=false,http://rmn.re/hv94213
ct46968,2026-06-17 14:42:59,4.255.206.72,34,CT4,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Parameters.Select%20medicine%20group%20ATC%20Level%202=Analgesics,http://rmn.re/ct46968
ct14572,2026-06-17 14:42:59,20.9.196.154,35,CT1,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Parameters.Select%20years=Last%2010%20years,http://rmn.re/ct14572
ct37500,2026-06-17 14:42:59,40.75.137.197,34,CT3,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Parameters.Select%20measures=Monthly%20data,http://rmn.re/ct37500
ct85126,2026-06-17 14:42:59,20.97.123.23,28,CT8,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Medicine%20group%20ATC%20Level%202=Analgesics,http://rmn.re/ct85126
ct63442,2026-06-17 14:42:59,20.172.5.232,32,CT6,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&ATC%20Level%202=Analgesics,http://rmn.re/ct63442
ct29598,2026-06-17 14:42:59,20.96.116.121,35,CT2,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Parameters.Select%20measures=Rolling%203%20months%20average,http://rmn.re/ct29598
ct06601,2026-06-17 14:43:00,20.230.216.242,27,CT0,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Parameters.Select%20years=Last%205%20years,http://rmn.re/ct06601
ct94699,2026-06-17 14:43:02,4.255.231.217,36,CT9,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Age%20group=19-64,http://rmn.re/ct94699
ct78714,2026-06-17 14:43:02,20.80.37.230,34,CT7,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&ATC2=Analgesics,http://rmn.re/ct78714
apiw01402,2026-06-17 14:53:31,57.154.39.140,32,APIW0,https://www.aihw.gov.au/api/search/all-downloadable-resources,http://rmn.re/apiw01402
apiw29916,2026-06-17 14:53:34,52.234.123.82,25,APIW2,https://www.aihw.gov.au/api/search/all-downloadable-resources?currentNodeId=81433,http://rmn.re/apiw29916
apiw34753,2026-06-17 14:53:35,20.69.30.12,36,APIW3,https://www.aihw.gov.au/api/search/all-downloadable-resources?Filters.CurrentNodeId=81433,http://rmn.re/apiw34753
rr02014,2026-06-17 15:02:37,20.171.255.136,36,RR0,"https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.png?:showVizHome=no&:size=400,300&Parameters.Select%20medicine%20group%20ATC%20Level%202=Analgesics",http://rmn.re/rr02014
rr18033,2026-06-17 15:02:38,20.29.102.107,32,RR1,"https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.png?:showVizHome=no&:size=400,300&Parameters.Select%20State/Territory:=Queensland&Parameters.Select%20an%20LGA:=Brisbane",http://rmn.re/rr18033
rr28181,2026-06-17 15:02:40,20.45.49.221,33,RR2,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:refresh=yes&Parameters.Select%20State/Territory:=Queensland,http://rmn.re/rr28181
rr36309,2026-06-17 15:02:41,40.70.133.205,34,RR3,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.png?:showVizHome=no&:refresh=yes&Parameters.Select%20State/Territory:=Queensland,http://rmn.re/rr36309
rr42972,2026-06-17 15:02:42,20.80.5.20,34,RR4,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&Parameters.Select%20State/Territory:=Queensland,http://rmn.re/rr42972
cl01774,2026-06-17 15:07:18,20.165.234.64,35,CL0,"https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.png?:showVizHome=no&:size=400,300&Select%20State/Territory:=Queensland",http://rmn.re/cl01774
cl27986,2026-06-17 15:07:21,40.125.42.127,32,CL2,"https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.png?:showVizHome=no&:size=400,300&Select%20an%20LGA:=Brisbane",http://rmn.re/cl27986
cl45783,2026-06-17 15:07:23,20.168.44.214,30,CL4,"https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.png?:showVizHome=no&:size=400,300&Select%20State/Territory:=Queensland&Select%20an%20LGA:=Brisbane",http://rmn.re/cl45783
zz088085,2026-06-17 15:17:07,104.209.145.52,33,ZZ0,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&:refresh=yes&LGA=Brisbane%20(C),http://rmn.re/zz088085
zz159655,2026-06-17 15:17:08,20.29.28.233,34,ZZ1,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&:refresh=yes&LGA=31000,http://rmn.re/zz159655
zz297879,2026-06-17 15:17:09,20.43.242.120,41,ZZ2,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&:refresh=yes&LGA%20Name=Brisbane%20(C),http://rmn.re/zz297879
zz323269,2026-06-17 15:17:10,20.225.45.254,28,ZZ3,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&:refresh=yes&LGA_NAME21=Brisbane%20(C),http://rmn.re/zz323269
zz472421,2026-06-17 15:17:11,20.245.117.255,38,ZZ4,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&:refresh=yes&LGA=Brisbane&State/Territory=Queensland,http://rmn.re/zz472421
zz572450,2026-06-17 15:17:13,57.154.44.208,36,ZZ5,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&:refresh=yes&LGA=Brisbane%20(C)&State/Territory=Queensland,http://rmn.re/zz572450
zz627088,2026-06-17 15:17:15,52.141.92.251,28,ZZ6,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&:refresh=yes&Local%20Government%20Area=Brisbane,http://rmn.re/zz627088
zz746749,2026-06-17 15:17:17,57.154.39.184,38,ZZ7,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&:refresh=yes&Select%20an%20LGA:=Brisbane,http://rmn.re/zz746749
zz880647,2026-06-17 15:17:18,52.238.198.23,33,ZZ8,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&:refresh=yes&Parameters.Select%20an%20LGA:=Brisbane,http://rmn.re/zz880647
zz995275,2026-06-17 15:17:19,20.165.230.107,33,ZZ9,https://viz.aihw.gov.au/t/Public/views/PBSdashboardallATC1-ATC2medicines-Agegroup/PBSDashboard.pdf?:showVizHome=no&:toolbar=no&:refresh=yes&Parameters.Select%20an%20LGA=Brisbane,http://rmn.re/zz995275
