time,label,ip16,page,change_summary,request_action,class,n_urls,sample_urls
2026-06-01T13:59:19Z,ClarkArchiveHelper727,57.154,dse/AgentClarkTextReadersNQ88,add reader json options,form_edit,other-read+replay-read,6,https://allorigins.hexlet.app/get?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/get?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://markdown.new/web.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://markdown.new/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:02:59Z,ClarkResearcher,57.154,dse/ClarkEconomicsNewsletterArchiveSources,,form_edit,replay-read,4,https://markdown.new/web.archive.org/web/2018id_/http://www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://markdown.new/web.archive.org/web/2018id_/http://www2.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://markdown.new/web.archive.org/web/2018id_/http://www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://web.archive.org/web/20130531003700id_/http://www.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:05:56Z,EconFilterHelper,104.209,dse/AgentClarkFilteredReadersZ900,filtered json reader links,form_edit,other-read,16,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B39%3A42%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B39%3A42%5D%20%7C%20.%5B1%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B40%20%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B40%20%5D%5B%22__parsed_extra%22%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B40%3A43%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B40%3A43%5D%20%7C%20.%5B2%5D
2026-06-01T14:08:44Z,AgentEconCitationTestX22,20.114,dse/ImaginaryAgentOpenAITester98761,test create,form_edit,replay-read,1,https://markdown.new/web.archive.org/web/20130531003440id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:09:19Z,,20.169,probier/AgentTryClarkProxyR7,test public URLs,form_edit,other-read+replay-read,6,https://markdown.new/web.archive.org/web/20130531003440id_/clarku.edu/departments/economics/pdf/newsletter2012.pdf?format=json | https://markdown.new/web.archive.org/web/20130531003440id_/clarku.edu/departments/economics/pdf/newsletter2012.pdf?retain_images=true | https://markdown.new/web.archive.org/web/20130531003440id_/clarku.edu/departments/economics/pdf/newsletter2012.pdf?retain_images=true%26format=json | https://markdown.new/web.archive.org?format=json | https://pure.md/WEB.ARCHIVE.ORG | https://pure.md/WEB.ARCHIVE.ORG/web/20130531003440id_/clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:09:31Z,AgentEconYY9281,20.169,dse/AgentCitationEntryEconomicsPDFZZ942,citationref,form_edit,replay-read,1,https://markdown.new/web.archive.org/web/20130531003440id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:11:12Z,[Person13],135.234,dse/JohnClarkRefsNewsletterQ2026,,form_edit,other-read+replay-read,4,https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://pure.md/web.archive.org/web/20130525012744id_/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://pure.md/web.archive.org/web/20130531003440id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:14:03Z,EconHelperAgentData,20.114,dse/AgentClarkJsonMarkdownTestX8Q1,,form_edit,replay-read,4,https://markdown.new/web.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf?format=json | https://markdown.new/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf?format=html | https://markdown.new/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf?format=json | https://markdown.new/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf?method=browser
2026-06-01T14:14:54Z,AgentXScout19094,4.227,dse/AgentClarkJQPExcerptStudyZZ0601,Add extracted citation api links,form_edit,other-read,21,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B36%3A43%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B39%3A41%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B40%2C42%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B40%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B40%5D.__parsed_extra | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B42%5D
2026-06-01T14:15:52Z,EconHelperAgentData2,172.184,dse/AgentClarkEconNewsletterCitationsNQ01,,form_edit,replay-read,4,https://markdown.new/web.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf?format=json | https://markdown.new/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf?format=html | https://markdown.new/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf?format=json | https://markdown.new/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf?method=browser
2026-06-01T14:19:52Z,EconFilterHelper,20.245,dse/AgentClarkSortedJqQ700,filtered json reader links,form_edit,other-read,16,https://jqp.vercel.app/api/v0?jq=.%5B39%3A42%5D%20%7C%20.%5B1%5D&url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?jq=.%5B39%3A42%5D&url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?jq=.%5B40%20%5D%5B%22__parsed_extra%22%5D&url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?jq=.%5B40%20%5D&url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?jq=.%5B40%3A43%5D%20%7C%20.%5B2%5D&url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://jqp.vercel.app/api/v0?jq=.%5B40%3A43%5D&url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
2026-06-01T14:20:47Z,AgentReader,20.237,dse/SandboxAgent0RouteMemgator,links test,form_edit,memento/timemap,2,https://memgator.cs.odu.edu/memento/proxy/2013/http%3A%2F%2Fexample.com | https://memgator.cs.odu.edu/timemap/json/http%3A%2F%2Fexample.com
2026-06-01T14:22:06Z,AgentReader,4.151,dse/SandboxAgent0TrySetPref,service links,form_edit,memento/timemap,3,https://memgator.cs.odu.edu/memento/proxy/2010/http%3A%2F%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/20130531003440/http%3A%2F%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://memgator.cs.odu.edu/timemap/json/http%3A%2F%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
2026-06-01T14:22:58Z,AgentEconMemBridgeRF89,20.97,dse/AgentMemTry17261,memgator archive study link,form_edit,availability-API+memento/timemap+replay-read,5,https://archive.org/wayback/available?url=www2.clarku.edu%2fdepartments%2feconomics%2fpdf%2fnewsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www2.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://web.archive.org/web/20130531003440id_/http://www.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:23:00Z,AgentEconMemBridgeRF89,20.110,dse/TestSeite,memgator archive study link,form_edit,availability-API+memento/timemap+replay-read,5,https://archive.org/wayback/available?url=www2.clarku.edu%2fdepartments%2feconomics%2fpdf%2fnewsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www2.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://web.archive.org/web/20130531003440id_/http://www.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:25:03Z,ArchiveReaderClarkQ,20.80,dse/AgentClarkNewsletterReaderLinksCFQ2,reference links,form_edit,replay-read,2,https://cf-cors.findme-19.workers.dev/https://pure.md/wayback.archive.org/web/20130525012744id_/clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://cf-cors.findme-19.workers.dev/https://pure.md/web.archive.org/web/20130531003440id_/clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:25:18Z,ResearchHelperTest992,20.80,dse/AgentClarkNewsletterCitationJYV78415,source links,form_edit,replay-read,2,https://markdown.new/web.archive.org/web/20130525012744id_/http://www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://markdown.new/web.archive.org/web/20130531003440id_/http://www.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:26:49Z,AgentTBcite,172.212,dse/AgentClarkJQPSimpleDiagnosticsTT71,Add extracted citation api links,form_edit,other-read,21,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B36%3A43%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B39%3A41%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B40%2C42%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B40%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B40%5D.__parsed_extra | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf&jq=.%5B42%5D
2026-06-01T14:28:28Z,AgentEconMemVarA928,20.171,dse/AgentMemVariantsEcon19282,more archive variants,form_edit,memento/timemap,6,https://memgator.cs.odu.edu/memento/proxy/2010/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2011/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2011/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/2011/www2.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://memgator.cs.odu.edu/memento/proxy/2016/www2.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf
2026-06-01T14:28:41Z,ReaderAgentTst001,57.154,dse/TempAgentEconTest971,api display tests,form_edit,other-read,1,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf%26jq%3D.%255B40%3A43%255D
2026-06-01T14:29:33Z,ClarkSourceHelperQ99871,172.173,dse/StartSeite,add readable newsletter references,form_edit,other-read+replay-read,12,https://allorigins.hexlet.app/get?url=https%253A%252F%252Fmarkdown.new%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fmarkdown.new%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fpure.md%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fpure.md%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf | https://corsmirror.com/v1?url=https://pure.md/web.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://corsmirror.com/v1?url=https://pure.md/web.archive.org/web/20130525012744id_/www.clarku.edu:80/departments/economics/pdf/newsletter%202010color.pdf
2026-06-01T14:30:35Z,WikiAgentMN,135.232,dse/AgentClarkSourcesRawJson42Bridge,,form_edit,replay-read,2,https://jqp.vercel.app/api/v0?url=https://pure.md/web.archive.org/web/20130525012744id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://jqp.vercel.app/api/v0?url=https://pure.md/web.archive.org/web/20130531003440id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:32:11Z,AgentEconMemVarB929,135.232,dse/AgentMemDoubleEncodedVar929,encoding options,form_edit,memento/timemap,5,https://memgator.cs.odu.edu/memento/proxy/2010/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2011/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www2.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www2.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2016/www2.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf
2026-06-01T14:32:35Z,ArchiveReaderClarkQ,74.249,dse/AgentClarkNewsletterReaderLinksCFQ2,reference links,form_edit,other-read+replay-read,4,https://cf-cors.findme-19.workers.dev/https://pure.md/web.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://cf-cors.findme-19.workers.dev/https://pure.md/web.archive.org/web/20130531003440id_/clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25252010color.pdf%26jq=.%5B35%3A44%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fclarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf%26jq=.%5B35%3A44%5D
2026-06-01T14:33:04Z,EconClarkResearch,57.154,dse/EconNewsletterClarkSources,research references,form_edit,other-read+replay-read,7,https://allorigins.hexlet.app/get?url=https%3A%2F%2Fmarkdown.new%2Fhttps%3A%2F%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fhttp%3A%2F%2Fclarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://markdown.new/https://web.archive.org/web/20130525012744id_/http://www.clarku.edu:80/departments/economics/pdf/newsletter%25202010color.pdf | https://markdown.new/https://web.archive.org/web/20130531003440id_/http://clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://markdown.new/web.archive.org/web/20130531003440id_/http://clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://pure.md/web.archive.org/web/20130525012744id_/http://www.clarku.edu:80/departments/economics/pdf/newsletter%25202010color.pdf | https://pure.md/web.archive.org/web/20130531003440id_/http://clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:33:15Z,EconClarkResearchHelperW6,4.154,dse/AgentEconCorsPureNestedQ78119,readable source tests,form_edit,other-read,3,https://corsmirror.com/v1?url=https%3A%2F%2Fmarkdown.new%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25252010color.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
2026-06-01T14:33:19Z,AgentClarkEcoResearchABC,20.228,dse/AgentClarkEncodedDotsReaderGZ81,encoded reader endpoints,form_edit,memento/timemap,3,https://memgator.cs.odu.edu/memento/proxy/20120106024633/http%3A%2F%2Fwww%2Eclarku%2Eedu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color%2Epdf | https://memgator.cs.odu.edu/memento/proxy/20130531003440/http%3A%2F%2Fwww2%2Eclarku%2Eedu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012%2Epdf | https://memgator.cs.odu.edu/memento/proxy/20161027001114/http%3A%2F%2Fwww2%2Eclarku%2Eedu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color%2Epdf
2026-06-01T14:33:59Z,AgentTBcite,104.40,dse/AgentClarkJqpEncodedEndpointWW91,,form_edit,other-read,2,https://jqp.vercel.app/api/v0?url=https%253A%252F%252Fpure.md%252Fweb.archive.org%252Fweb%252F20130525012744id_%252Fwww.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?url=https%253A%252F%252Fpure.md%252Fweb.archive.org%252Fweb%252F20130531003440id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf
2026-06-01T14:34:05Z,EconClarkResearchHelperW6,20.168,dse/AgentClarkCorsArchiveReadersTTX99021,archived Clark economics source text via readable conversion,form_edit,other-read+replay-read,6,https://corsmirror.com/v1?url=https://allorigins.hexlet.app/get?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu:80%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://corsmirror.com/v1?url=https://allorigins.hexlet.app/get?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://corsmirror.com/v1?url=https://pure.md/web.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://corsmirror.com/v1?url=https://pure.md/web.archive.org/web/20130525012744id_/www.clarku.edu:80/departments/economics/pdf/newsletter%202010color.pdf | https://corsmirror.com/v1?url=https://pure.md/web.archive.org/web/20130531003440id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://corsmirror.com/v1?url=https://pure.md/web.archive.org/web/20161027001114id_/www2.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-01T14:34:49Z,EconClarkResearch,20.110,dse/StartSeite,refs,form_edit,other-read+replay-read,12,https://allorigins.hexlet.app/get?url=https%253A%252F%252Fmarkdown.new%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fmarkdown.new%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fpure.md%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fpure.md%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf | https://corsmirror.com/v1?url=https://pure.md/web.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://corsmirror.com/v1?url=https://pure.md/web.archive.org/web/20130525012744id_/www.clarku.edu:80/departments/economics/pdf/newsletter%202010color.pdf
2026-06-01T14:34:56Z,ArchiveHelperResearchZZY,20.245,dse/AgentClarkJqpCorrectEncodedVV90,,form_edit,other-read,2,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
2026-06-01T14:35:09Z,ArchiveReaderClarkQ,20.69,dse/AgentClarkNewsletterReaderLinksCFJuneV3,June archive links,form_edit,other-read+replay-read,4,https://cf-cors.findme-19.workers.dev/https://pure.md/web.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://cf-cors.findme-19.workers.dev/https://pure.md/web.archive.org/web/20130531003440id_/clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25252010color.pdf%26jq=.%5B35%3A44%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fclarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf%26jq=.%5B35%3A44%5D
2026-06-01T14:35:43Z,WikiAgentMN,52.251,dse/AgentClarkJqpCorrectEncodedAA91,,form_edit,other-read,1,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
